transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,total_amount,payment_method
T003268,2025-09-04,S001,P048,C0097,2,478.0,956.0,UPI
T002519,2025-09-04,S006,P018,C0152,4,2484.0,9936.0,Card
T000526,2025-09-04,S004,P003,C0095,1,8600.0,8600.0,Cash
T002308,2025-09-05,S007,P024,C0089,5,280.0,1400.0,Card
T001566,2025-09-05,S008,P035,C0131,3,1777.0,5331.0,Cash
T001253,2025-09-05,S008,P023,C0098,1,363.0,363.0,Cash
T004580,2025-09-05,S003,P005,C0074,1,3573.0,3573.0,UPI
T000569,2025-09-05,S003,P037,C0160,5,924.0,4620.0,UPI
T004114,2025-09-05,S009,P010,C0063,3,1769.0,5307.0,UPI
T003969,2025-09-05,S001,P031,C0024,2,2539.0,5078.0,UPI
T004776,2025-09-05,S009,P008,C0166,2,7538.0,15076.0,UPI
T001727,2025-09-05,S008,P034,C0143,3,2077.0,6231.0,Card
T000279,2025-09-05,S008,P040,C0141,1,1803.0,1803.0,Card
T001739,2025-09-05,S007,P005,C0052,5,3573.0,17865.0,Cash
T002808,2025-09-05,S009,P050,C0136,1,3376.0,3376.0,Card
T002575,2025-09-05,S009,P019,C0181,4,1613.0,6452.0,Card
T003569,2025-09-05,S007,P011,C0128,2,827.0,1654.0,Card
T000531,2025-09-06,S008,P008,C0058,2,7538.0,15076.0,UPI
T000438,2025-09-06,S010,P035,C0005,2,1777.0,3554.0,Wallet
T001025,2025-09-06,S002,P032,C0156,5,798.0,3990.0,Cash
T003048,2025-09-06,S003,P019,C0182,5,1613.0,8065.0,Cash
T001381,2025-09-06,S008,P008,C0044,2,7538.0,15076.0,Card
T000072,2025-09-06,S001,P038,C0060,1,563.0,563.0,UPI
T000303,2025-09-06,S001,P025,C0093,5,227.0,1135.0,UPI
T004258,2025-09-06,S008,P010,C0190,5,1769.0,8845.0,UPI
T004940,2025-09-06,S003,P010,C0050,1,1769.0,1769.0,Card
T001930,2025-09-06,S001,P024,C0119,3,280.0,840.0,Cash
T004718,2025-09-06,S006,P019,C0020,1,1613.0,1613.0,UPI
T002971,2025-09-06,S009,P006,C0098,1,14885.0,14885.0,UPI
T004950,2025-09-06,S004,P015,C0182,2,1463.0,2926.0,Card
T001569,2025-09-06,S007,P047,C0137,1,4143.0,4143.0,Wallet
T003911,2025-09-06,S003,P049,C0115,3,2283.0,6849.0,UPI
T004136,2025-09-07,S004,P011,C0069,3,827.0,2481.0,Cash
T003623,2025-09-07,S005,P018,C0196,2,2484.0,4968.0,UPI
T003204,2025-09-07,S006,P050,C0191,1,3376.0,3376.0,UPI
T001584,2025-09-07,S004,P008,C0069,2,7538.0,15076.0,UPI
T000600,2025-09-07,S009,P029,C0116,3,817.0,2451.0,Card
T002034,2025-09-07,S006,P006,C0147,1,14885.0,14885.0,Card
T000174,2025-09-07,S010,P010,C0050,1,1769.0,1769.0,Card
T002796,2025-09-07,S007,P004,C0199,5,2746.0,13730.0,Card
T004545,2025-09-07,S004,P026,C0110,1,765.0,765.0,UPI
T004858,2025-09-07,S010,P022,C0161,2,250.0,500.0,Card
T001999,2025-09-07,S004,P034,C0166,1,2077.0,2077.0,Card
T002659,2025-09-07,S001,P007,C0016,2,9089.0,18178.0,Wallet
T004976,2025-09-07,S001,P045,C0061,5,1526.0,7630.0,UPI
T001314,2025-09-07,S007,P035,C0049,2,1777.0,3554.0,Cash
T002169,2025-09-07,S004,P047,C0033,3,4143.0,12429.0,Card
T001378,2025-09-07,S005,P032,C0127,2,798.0,1596.0,Cash
T002416,2025-09-07,S009,P008,C0022,1,7538.0,7538.0,UPI
T001896,2025-09-07,S007,P024,C0196,2,280.0,560.0,Card
T003131,2025-09-07,S001,P012,C0072,3,2724.0,8172.0,Card
T000163,2025-09-08,S001,P008,C0194,1,7538.0,7538.0,UPI
T000711,2025-09-08,S007,P015,C0052,1,1463.0,1463.0,Wallet
T004321,2025-09-08,S005,P044,C0188,5,346.0,1730.0,Card
T002743,2025-09-08,S003,P024,C0119,1,280.0,280.0,UPI
T001685,2025-09-08,S007,P021,C0196,1,735.0,735.0,UPI
T002649,2025-09-08,S010,P001,C0097,1,8801.0,8801.0,Card
T003088,2025-09-08,S004,P031,C0145,1,2539.0,2539.0,UPI
T002553,2025-09-08,S006,P035,C0114,1,1777.0,1777.0,UPI
T004890,2025-09-08,S005,P001,C0187,5,8801.0,44005.0,UPI
T000291,2025-09-08,S008,P011,C0040,2,827.0,1654.0,Card
T003436,2025-09-08,S008,P026,C0075,1,765.0,765.0,Cash
T003511,2025-09-08,S002,P033,C0015,2,2395.0,4790.0,UPI
T003515,2025-09-08,S001,P044,C0159,2,346.0,692.0,Cash
T001450,2025-09-08,S010,P019,C0123,1,1613.0,1613.0,Card
T003545,2025-09-08,S004,P031,C0101,1,2539.0,2539.0,Cash
T004593,2025-09-09,S005,P047,C0175,4,4143.0,16572.0,Card
T004609,2025-09-09,S009,P002,C0200,2,15628.0,31256.0,Cash
T000860,2025-09-09,S002,P012,C0073,2,2724.0,5448.0,UPI
T001194,2025-09-09,S005,P036,C0027,1,1511.0,1511.0,UPI
T003625,2025-09-09,S007,P014,C0125,1,3156.0,3156.0,UPI
T002888,2025-09-09,S008,P045,C0190,4,1526.0,6104.0,Cash
T001935,2025-09-09,S003,P005,C0080,1,3573.0,3573.0,UPI
T001834,2025-09-09,S005,P030,C0077,1,329.0,329.0,Cash
T001501,2025-09-09,S009,P033,C0121,5,2395.0,11975.0,Cash
T001633,2025-09-09,S002,P034,C0197,3,2077.0,6231.0,Cash
T004421,2025-09-09,S006,P011,C0153,1,827.0,827.0,Card
T001032,2025-09-09,S005,P022,C0123,2,250.0,500.0,Card
T004892,2025-09-09,S007,P031,C0040,1,2539.0,2539.0,Wallet
T003221,2025-09-09,S007,P023,C0075,1,363.0,363.0,Cash
T003596,2025-09-09,S009,P011,C0114,1,827.0,827.0,Cash
T001530,2025-09-10,S008,P009,C0057,1,14294.0,14294.0,Card
T001822,2025-09-10,S007,P006,C0085,1,14885.0,14885.0,UPI
T001898,2025-09-10,S003,P040,C0065,1,1803.0,1803.0,Card
T003431,2025-09-10,S010,P011,C0039,5,827.0,4135.0,UPI
T000410,2025-09-10,S002,P011,C0179,2,827.0,1654.0,Card
T002549,2025-09-10,S001,P017,C0053,2,2677.0,5354.0,Wallet
T004551,2025-09-10,S006,P031,C0164,4,2539.0,10156.0,UPI
T003467,2025-09-10,S003,P046,C0188,1,2159.0,2159.0,Card
T004844,2025-09-10,S008,P004,C0034,1,2746.0,2746.0,Card
T003132,2025-09-10,S008,P002,C0113,5,15628.0,78140.0,Cash
T002333,2025-09-10,S001,P050,C0166,2,3376.0,6752.0,Wallet
T003808,2025-09-10,S010,P003,C0151,4,8600.0,34400.0,Card
T001491,2025-09-10,S007,P016,C0072,5,1792.0,8960.0,Card
T001793,2025-09-10,S004,P022,C0137,1,250.0,250.0,UPI
T004403,2025-09-10,S005,P041,C0092,2,2912.0,5824.0,UPI
T002477,2025-09-10,S007,P015,C0168,1,1463.0,1463.0,UPI
T001106,2025-09-10,S004,P029,C0011,4,817.0,3268.0,UPI
T003641,2025-09-11,S001,P017,C0183,1,2677.0,2677.0,UPI
T003484,2025-09-11,S006,P009,C0060,1,14294.0,14294.0,Card
T000427,2025-09-11,S001,P033,C0017,2,2395.0,4790.0,UPI
T002605,2025-09-11,S010,P044,C0120,2,346.0,692.0,Card
T004583,2025-09-11,S004,P033,C0065,1,2395.0,2395.0,Wallet
T001455,2025-09-11,S001,P023,C0114,1,363.0,363.0,UPI
T003296,2025-09-11,S005,P021,C0029,2,735.0,1470.0,Cash
T003218,2025-09-11,S003,P007,C0188,2,9089.0,18178.0,Card
T000344,2025-09-11,S009,P006,C0085,4,14885.0,59540.0,UPI
T001151,2025-09-11,S009,P019,C0160,2,1613.0,3226.0,UPI
T001453,2025-09-11,S010,P005,C0081,3,3573.0,10719.0,Cash
T002799,2025-09-11,S007,P030,C0102,1,329.0,329.0,UPI
T001664,2025-09-11,S007,P009,C0200,1,14294.0,14294.0,Card
T001680,2025-09-11,S009,P037,C0114,1,924.0,924.0,Card
T001385,2025-09-11,S003,P009,C0164,1,14294.0,14294.0,Card
T004105,2025-09-11,S005,P011,C0079,1,827.0,827.0,Wallet
T003874,2025-09-11,S010,P031,C0112,1,2539.0,2539.0,UPI
T004755,2025-09-11,S006,P028,C0041,2,764.0,1528.0,UPI
T003920,2025-09-11,S001,P043,C0098,1,3092.0,3092.0,Wallet
T000734,2025-09-11,S008,P025,C0178,2,227.0,454.0,UPI
T004357,2025-09-11,S002,P033,C0170,3,2395.0,7185.0,Card
T001540,2025-09-12,S002,P015,C0109,4,1463.0,5852.0,UPI
T003817,2025-09-12,S008,P038,C0081,3,563.0,1689.0,Wallet
T004307,2025-09-12,S007,P023,C0058,2,363.0,726.0,Card
T002804,2025-09-12,S001,P040,C0176,4,1803.0,7212.0,UPI
T003526,2025-09-12,S008,P030,C0087,3,329.0,987.0,UPI
T000004,2025-09-12,S008,P013,C0167,1,1725.0,1725.0,UPI
T000756,2025-09-12,S008,P047,C0052,2,4143.0,8286.0,UPI
T000436,2025-09-12,S008,P006,C0153,4,14885.0,59540.0,UPI
T000989,2025-09-12,S004,P047,C0179,4,4143.0,16572.0,Card
T002144,2025-09-12,S004,P008,C0023,1,7538.0,7538.0,UPI
T002534,2025-09-12,S006,P020,C0029,3,1341.0,4023.0,Card
T001928,2025-09-12,S007,P020,C0122,1,1341.0,1341.0,UPI
T002902,2025-09-12,S008,P014,C0104,2,3156.0,6312.0,Card
T004263,2025-09-12,S005,P050,C0016,4,3376.0,13504.0,Card
T004436,2025-09-13,S004,P017,C0117,1,2677.0,2677.0,Card
T003815,2025-09-13,S009,P050,C0084,2,3376.0,6752.0,UPI
T004814,2025-09-13,S007,P029,C0072,5,817.0,4085.0,UPI
T001413,2025-09-13,S008,P029,C0066,2,817.0,1634.0,Cash
T002472,2025-09-13,S006,P039,C0164,5,2600.0,13000.0,Cash
T002699,2025-09-13,S002,P050,C0195,5,3376.0,16880.0,Card
T001405,2025-09-13,S009,P024,C0093,1,280.0,280.0,Cash
T001283,2025-09-13,S001,P021,C0087,1,735.0,735.0,Card
T003210,2025-09-13,S006,P049,C0126,5,2283.0,11415.0,Card
T000380,2025-09-13,S002,P023,C0195,1,363.0,363.0,Card
T002376,2025-09-13,S009,P030,C0157,1,329.0,329.0,Card
T001136,2025-09-13,S009,P044,C0099,5,346.0,1730.0,UPI
T003451,2025-09-13,S001,P050,C0176,4,3376.0,13504.0,UPI
T004741,2025-09-14,S007,P045,C0013,5,1526.0,7630.0,UPI
T002759,2025-09-14,S005,P019,C0098,1,1613.0,1613.0,Card
T004134,2025-09-14,S001,P026,C0171,2,765.0,1530.0,Wallet
T000580,2025-09-14,S004,P049,C0081,4,2283.0,9132.0,UPI
T001510,2025-09-14,S009,P025,C0103,2,227.0,454.0,Cash
T002073,2025-09-14,S009,P005,C0164,3,3573.0,10719.0,Cash
T004265,2025-09-14,S007,P049,C0092,3,2283.0,6849.0,Cash
T001882,2025-09-14,S007,P048,C0158,4,478.0,1912.0,Wallet
T000114,2025-09-14,S010,P048,C0073,2,478.0,956.0,UPI
T002223,2025-09-14,S002,P013,C0200,4,1725.0,6900.0,UPI
T001114,2025-09-14,S006,P013,C0088,2,1725.0,3450.0,Cash
T004619,2025-09-14,S003,P032,C0148,2,798.0,1596.0,UPI
T004504,2025-09-14,S007,P023,C0115,2,363.0,726.0,Cash
T001719,2025-09-14,S003,P003,C0129,5,8600.0,43000.0,UPI
T000512,2025-09-14,S008,P029,C0025,2,817.0,1634.0,Card
T004636,2025-09-15,S007,P016,C0071,2,1792.0,3584.0,Card
T000629,2025-09-15,S009,P019,C0083,5,1613.0,8065.0,Card
T001968,2025-09-15,S006,P020,C0078,4,1341.0,5364.0,Wallet
T004731,2025-09-15,S009,P029,C0037,4,817.0,3268.0,Cash
T003313,2025-09-15,S006,P045,C0029,1,1526.0,1526.0,Card
T003916,2025-09-15,S007,P002,C0158,5,15628.0,78140.0,Card
T003294,2025-09-15,S010,P009,C0118,5,14294.0,71470.0,Wallet
T000917,2025-09-15,S001,P014,C0073,4,3156.0,12624.0,Cash
T000385,2025-09-15,S003,P044,C0127,2,346.0,692.0,Card
T001163,2025-09-15,S001,P024,C0142,2,280.0,560.0,UPI
T001000,2025-09-15,S007,P003,C0120,2,8600.0,17200.0,UPI
T001881,2025-09-15,S007,P036,C0180,2,1511.0,3022.0,UPI
T003245,2025-09-15,S002,P022,C0199,1,250.0,250.0,Card
T003953,2025-09-15,S003,P022,C0035,1,250.0,250.0,Wallet
T004330,2025-09-15,S004,P015,C0036,1,1463.0,1463.0,UPI
T002667,2025-09-15,S001,P049,C0114,2,2283.0,4566.0,UPI
T000350,2025-09-16,S006,P025,C0180,1,227.0,227.0,Card
T002166,2025-09-16,S008,P015,C0014,5,1463.0,7315.0,Wallet
T003395,2025-09-16,S007,P029,C0111,5,817.0,4085.0,Wallet
T001872,2025-09-16,S009,P014,C0029,1,3156.0,3156.0,Cash
T001937,2025-09-16,S001,P040,C0069,5,1803.0,9015.0,UPI
T003636,2025-09-16,S002,P024,C0079,2,280.0,560.0,Card
T000628,2025-09-16,S009,P031,C0037,5,2539.0,12695.0,UPI
T001084,2025-09-16,S005,P026,C0130,1,765.0,765.0,UPI
T004127,2025-09-16,S008,P046,C0126,3,2159.0,6477.0,UPI
T000035,2025-09-17,S008,P029,C0001,2,817.0,1634.0,Cash
T002828,2025-09-17,S007,P011,C0079,4,827.0,3308.0,UPI
T001819,2025-09-17,S008,P034,C0162,1,2077.0,2077.0,UPI
T001658,2025-09-17,S007,P009,C0172,2,14294.0,28588.0,UPI
T000222,2025-09-17,S008,P018,C0188,4,2484.0,9936.0,Card
T003227,2025-09-17,S009,P047,C0180,4,4143.0,16572.0,UPI
T001110,2025-09-17,S008,P009,C0149,1,14294.0,14294.0,UPI
T002600,2025-09-17,S008,P049,C0178,3,2283.0,6849.0,UPI
T001479,2025-09-17,S010,P039,C0076,2,2600.0,5200.0,UPI
T001242,2025-09-17,S002,P001,C0101,1,8801.0,8801.0,Card
T001305,2025-09-17,S006,P040,C0128,1,1803.0,1803.0,Card
T001102,2025-09-17,S003,P047,C0013,5,4143.0,20715.0,UPI
T004758,2025-09-17,S009,P034,C0081,3,2077.0,6231.0,Card
T003680,2025-09-17,S008,P022,C0041,1,250.0,250.0,Cash
T002323,2025-09-17,S009,P001,C0054,2,8801.0,17602.0,UPI
T001374,2025-09-17,S001,P029,C0035,2,817.0,1634.0,Cash
T004365,2025-09-17,S009,P043,C0167,3,3092.0,9276.0,Card
T002116,2025-09-17,S007,P044,C0162,2,346.0,692.0,UPI
T003196,2025-09-17,S007,P005,C0133,3,3573.0,10719.0,Cash
T001514,2025-09-18,S003,P018,C0068,2,2484.0,4968.0,UPI
T004185,2025-09-18,S009,P030,C0048,4,329.0,1316.0,Cash
T004210,2025-09-18,S002,P010,C0120,2,1769.0,3538.0,Wallet
T000834,2025-09-18,S007,P044,C0011,1,346.0,346.0,Wallet
T001193,2025-09-18,S006,P025,C0157,3,227.0,681.0,Wallet
T004597,2025-09-18,S008,P027,C0033,2,713.0,1426.0,Card
T002310,2025-09-18,S007,P043,C0054,2,3092.0,6184.0,Cash
T002226,2025-09-18,S008,P004,C0131,3,2746.0,8238.0,Cash
T004392,2025-09-18,S008,P035,C0080,1,1777.0,1777.0,UPI
T001034,2025-09-19,S002,P015,C0004,4,1463.0,5852.0,UPI
T001343,2025-09-19,S002,P026,C0118,2,765.0,1530.0,UPI
T003570,2025-09-19,S001,P012,C0169,5,2724.0,13620.0,Card
T003443,2025-09-19,S004,P032,C0011,1,798.0,798.0,Card
T002084,2025-09-19,S004,P001,C0110,2,8801.0,17602.0,UPI
T000998,2025-09-19,S008,P014,C0185,1,3156.0,3156.0,Cash
T004843,2025-09-19,S005,P021,C0152,3,735.0,2205.0,UPI
T004189,2025-09-19,S005,P021,C0054,1,735.0,735.0,Card
T002592,2025-09-19,S010,P033,C0049,1,2395.0,2395.0,UPI
T002509,2025-09-19,S010,P038,C0168,3,563.0,1689.0,UPI
T004412,2025-09-19,S004,P039,C0170,1,2600.0,2600.0,Card
T004207,2025-09-19,S008,P009,C0102,5,14294.0,71470.0,Card
T004296,2025-09-19,S002,P047,C0033,1,4143.0,4143.0,Card
T000939,2025-09-20,S001,P022,C0103,4,250.0,1000.0,Card
T002354,2025-09-20,S010,P048,C0045,1,478.0,478.0,Wallet
T000479,2025-09-20,S001,P004,C0021,1,2746.0,2746.0,Card
T004379,2025-09-20,S001,P002,C0097,3,15628.0,46884.0,UPI
T000881,2025-09-20,S001,P026,C0128,1,765.0,765.0,UPI
T002053,2025-09-20,S010,P012,C0022,2,2724.0,5448.0,UPI
T002262,2025-09-20,S003,P027,C0193,1,713.0,713.0,Wallet
T001821,2025-09-20,S010,P024,C0158,3,280.0,840.0,UPI
T004302,2025-09-20,S004,P039,C0075,5,2600.0,13000.0,UPI
T002111,2025-09-20,S003,P028,C0180,2,764.0,1528.0,Card
T001387,2025-09-20,S001,P041,C0055,1,2912.0,2912.0,Card
T004802,2025-09-20,S008,P035,C0088,1,1777.0,1777.0,Card
T004524,2025-09-20,S004,P041,C0090,1,2912.0,2912.0,UPI
T001669,2025-09-20,S003,P022,C0193,1,250.0,250.0,UPI
T002490,2025-09-20,S007,P030,C0039,1,329.0,329.0,UPI
T002522,2025-09-20,S006,P003,C0108,3,8600.0,25800.0,Wallet
T004227,2025-09-20,S009,P020,C0194,4,1341.0,5364.0,UPI
T001554,2025-09-21,S007,P050,C0045,2,3376.0,6752.0,Card
T003991,2025-09-21,S008,P045,C0012,1,1526.0,1526.0,Card
T002901,2025-09-21,S010,P019,C0007,5,1613.0,8065.0,UPI
T004803,2025-09-21,S009,P028,C0082,3,764.0,2292.0,Wallet
T004142,2025-09-21,S008,P024,C0183,4,280.0,1120.0,Card
T003013,2025-09-21,S005,P002,C0029,5,15628.0,78140.0,Wallet
T000955,2025-09-21,S007,P045,C0043,2,1526.0,3052.0,Card
T003607,2025-09-21,S004,P040,C0152,1,1803.0,1803.0,UPI
T003676,2025-09-21,S008,P025,C0066,3,227.0,681.0,UPI
T002381,2025-09-21,S003,P002,C0188,2,15628.0,31256.0,UPI
T001792,2025-09-21,S002,P021,C0014,2,735.0,1470.0,Card
T002849,2025-09-21,S009,P019,C0039,4,1613.0,6452.0,Card
T002795,2025-09-21,S002,P046,C0055,2,2159.0,4318.0,Card
T003960,2025-09-21,S008,P016,C0045,2,1792.0,3584.0,UPI
T001954,2025-09-21,S005,P046,C0067,2,2159.0,4318.0,Card
T001837,2025-09-21,S002,P017,C0150,2,2677.0,5354.0,UPI
T004072,2025-09-21,S006,P023,C0052,1,363.0,363.0,Cash
T000152,2025-09-22,S003,P041,C0094,2,2912.0,5824.0,Card
T000143,2025-09-22,S002,P026,C0049,4,765.0,3060.0,Cash
T001576,2025-09-22,S004,P008,C0072,3,7538.0,22614.0,Cash
T002422,2025-09-22,S007,P011,C0098,2,827.0,1654.0,UPI
T004708,2025-09-22,S008,P018,C0026,1,2484.0,2484.0,Card
T002451,2025-09-22,S004,P046,C0092,3,2159.0,6477.0,Card
T001976,2025-09-22,S002,P021,C0178,2,735.0,1470.0,Cash
T001608,2025-09-22,S009,P012,C0140,3,2724.0,8172.0,Cash
T003886,2025-09-22,S001,P022,C0154,1,250.0,250.0,UPI
T004056,2025-09-22,S003,P047,C0032,2,4143.0,8286.0,UPI
T002551,2025-09-23,S001,P012,C0152,1,2724.0,2724.0,UPI
T002124,2025-09-23,S005,P042,C0085,1,2856.0,2856.0,UPI
T002342,2025-09-23,S008,P010,C0026,5,1769.0,8845.0,Card
T003856,2025-09-23,S010,P015,C0182,1,1463.0,1463.0,Cash
T004973,2025-09-23,S006,P048,C0148,4,478.0,1912.0,UPI
T000296,2025-09-23,S006,P043,C0106,1,3092.0,3092.0,Card
T000185,2025-09-23,S004,P009,C0037,4,14294.0,57176.0,UPI
T004761,2025-09-23,S005,P013,C0055,1,1725.0,1725.0,Card
T000119,2025-09-23,S008,P036,C0134,1,1511.0,1511.0,Card
T004334,2025-09-23,S006,P037,C0086,2,924.0,1848.0,UPI
T003670,2025-09-23,S010,P010,C0102,3,1769.0,5307.0,UPI
T001729,2025-09-23,S001,P038,C0129,3,563.0,1689.0,UPI
T000815,2025-09-24,S003,P006,C0101,1,14885.0,14885.0,UPI
T004903,2025-09-24,S010,P037,C0093,5,924.0,4620.0,Wallet
T000933,2025-09-24,S007,P014,C0103,2,3156.0,6312.0,Card
T004027,2025-09-24,S002,P009,C0040,5,14294.0,71470.0,Cash
T004680,2025-09-24,S010,P029,C0041,3,817.0,2451.0,Card
T000457,2025-09-24,S009,P044,C0159,2,346.0,692.0,UPI
T000849,2025-09-24,S005,P023,C0182,3,363.0,1089.0,Card
T003604,2025-09-24,S001,P012,C0130,5,2724.0,13620.0,UPI
T003945,2025-09-24,S003,P050,C0071,2,3376.0,6752.0,UPI
T000026,2025-09-24,S002,P028,C0014,2,764.0,1528.0,UPI
T001850,2025-09-24,S008,P046,C0039,3,2159.0,6477.0,Card
T002075,2025-09-24,S010,P017,C0094,2,2677.0,5354.0,UPI
T003346,2025-09-24,S004,P041,C0093,5,2912.0,14560.0,Card
T000517,2025-09-24,S005,P023,C0188,3,363.0,1089.0,UPI
T002012,2025-09-25,S010,P041,C0169,1,2912.0,2912.0,UPI
T004723,2025-09-25,S003,P034,C0102,1,2077.0,2077.0,Wallet
T003755,2025-09-25,S009,P036,C0064,2,1511.0,3022.0,Card
T003474,2025-09-25,S006,P038,C0183,1,563.0,563.0,Card
T002268,2025-09-25,S006,P041,C0200,1,2912.0,2912.0,Card
T000249,2025-09-25,S008,P005,C0082,2,3573.0,7146.0,UPI
T001522,2025-09-25,S002,P004,C0065,2,2746.0,5492.0,Card
T003404,2025-09-25,S002,P030,C0085,2,329.0,658.0,Cash
T001750,2025-09-25,S009,P042,C0141,1,2856.0,2856.0,UPI
T001895,2025-09-25,S004,P041,C0189,2,2912.0,5824.0,Card
T001933,2025-09-25,S005,P003,C0074,1,8600.0,8600.0,Wallet
T004014,2025-09-26,S006,P002,C0149,2,15628.0,31256.0,UPI
T002880,2025-09-26,S008,P026,C0069,3,765.0,2295.0,UPI
T002840,2025-09-26,S006,P020,C0122,1,1341.0,1341.0,Wallet
T001307,2025-09-26,S006,P029,C0194,2,817.0,1634.0,UPI
T004801,2025-09-26,S003,P024,C0186,2,280.0,560.0,Wallet
T001713,2025-09-26,S006,P033,C0104,2,2395.0,4790.0,UPI
T000822,2025-09-26,S006,P041,C0111,1,2912.0,2912.0,Card
T001724,2025-09-26,S002,P038,C0010,1,563.0,563.0,UPI
T003247,2025-09-26,S001,P016,C0121,5,1792.0,8960.0,UPI
T001281,2025-09-26,S001,P032,C0129,5,798.0,3990.0,Card
T001607,2025-09-26,S010,P011,C0187,4,827.0,3308.0,Cash
T001734,2025-09-26,S003,P013,C0118,1,1725.0,1725.0,UPI
T004213,2025-09-26,S004,P009,C0099,2,14294.0,28588.0,Card
T003913,2025-09-27,S004,P027,C0139,3,713.0,2139.0,Card
T002608,2025-09-27,S007,P013,C0040,4,1725.0,6900.0,UPI
T001915,2025-09-27,S009,P004,C0077,5,2746.0,13730.0,Card
T004612,2025-09-27,S007,P046,C0139,1,2159.0,2159.0,UPI
T003743,2025-09-27,S007,P045,C0017,2,1526.0,3052.0,Cash
T003900,2025-09-27,S004,P049,C0148,4,2283.0,9132.0,UPI
T000182,2025-09-27,S005,P048,C0007,4,478.0,1912.0,UPI
T000893,2025-09-27,S009,P039,C0031,2,2600.0,5200.0,Card
T002385,2025-09-27,S001,P021,C0109,1,735.0,735.0,Card
T000426,2025-09-27,S005,P049,C0175,2,2283.0,4566.0,Card
T000146,2025-09-27,S008,P014,C0137,4,3156.0,12624.0,Card
T000349,2025-09-27,S006,P011,C0104,2,827.0,1654.0,Card
T000042,2025-09-27,S001,P039,C0153,4,2600.0,10400.0,Card
T003968,2025-09-28,S006,P021,C0141,5,735.0,3675.0,UPI
T001391,2025-09-28,S009,P033,C0164,3,2395.0,7185.0,Wallet
T001327,2025-09-28,S009,P004,C0051,1,2746.0,2746.0,Cash
T000451,2025-09-28,S010,P041,C0044,1,2912.0,2912.0,UPI
T001127,2025-09-28,S008,P041,C0071,1,2912.0,2912.0,UPI
T004766,2025-09-28,S009,P006,C0119,2,14885.0,29770.0,Cash
T004252,2025-09-28,S007,P032,C0044,3,798.0,2394.0,UPI
T004646,2025-09-28,S002,P006,C0158,1,14885.0,14885.0,Cash
T004518,2025-09-28,S010,P048,C0153,1,478.0,478.0,Cash
T004295,2025-09-28,S004,P013,C0191,2,1725.0,3450.0,Card
T004328,2025-09-28,S010,P030,C0045,2,329.0,658.0,UPI
T002518,2025-09-28,S006,P015,C0072,1,1463.0,1463.0,UPI
T001918,2025-09-28,S004,P036,C0183,4,1511.0,6044.0,Card
T000546,2025-09-28,S002,P001,C0073,2,8801.0,17602.0,Wallet
T002122,2025-09-28,S003,P040,C0116,2,1803.0,3606.0,UPI
T000094,2025-09-28,S007,P034,C0144,3,2077.0,6231.0,UPI
T002210,2025-09-28,S005,P045,C0128,3,1526.0,4578.0,UPI
T000532,2025-09-28,S001,P017,C0192,1,2677.0,2677.0,Card
T004474,2025-09-28,S005,P002,C0101,5,15628.0,78140.0,Cash
T000802,2025-09-28,S006,P039,C0132,1,2600.0,2600.0,UPI
T003139,2025-09-28,S007,P046,C0131,5,2159.0,10795.0,UPI
T002503,2025-09-29,S008,P041,C0058,2,2912.0,5824.0,UPI
T002026,2025-09-29,S006,P028,C0040,5,764.0,3820.0,Card
T004675,2025-09-29,S004,P025,C0105,1,227.0,227.0,Card
T004740,2025-09-29,S006,P023,C0015,3,363.0,1089.0,UPI
T003767,2025-09-29,S005,P022,C0036,1,250.0,250.0,Wallet
T001973,2025-09-29,S010,P036,C0162,4,1511.0,6044.0,Cash
T002235,2025-09-29,S008,P009,C0023,5,14294.0,71470.0,UPI
T000544,2025-09-29,S001,P028,C0188,2,764.0,1528.0,Card
T000155,2025-09-29,S007,P041,C0145,3,2912.0,8736.0,Card
T002719,2025-09-29,S003,P006,C0194,1,14885.0,14885.0,UPI
T002688,2025-09-29,S006,P043,C0005,2,3092.0,6184.0,UPI
T004558,2025-09-29,S004,P010,C0194,1,1769.0,1769.0,Card
T000203,2025-09-29,S001,P024,C0157,4,280.0,1120.0,UPI
T003452,2025-09-29,S008,P029,C0146,1,817.0,817.0,UPI
T001701,2025-09-29,S004,P020,C0105,1,1341.0,1341.0,UPI
T004064,2025-09-29,S005,P013,C0047,4,1725.0,6900.0,Card
T000740,2025-09-29,S007,P043,C0051,2,3092.0,6184.0,Wallet
T000877,2025-09-30,S009,P043,C0009,2,3092.0,6184.0,Card
T003388,2025-09-30,S003,P030,C0003,4,329.0,1316.0,Card
T002358,2025-09-30,S007,P025,C0124,1,227.0,227.0,UPI
T004085,2025-09-30,S007,P044,C0139,1,346.0,346.0,Card
T004388,2025-09-30,S003,P030,C0155,1,329.0,329.0,Card
T003728,2025-09-30,S007,P020,C0110,5,1341.0,6705.0,Cash
T004066,2025-09-30,S001,P049,C0132,2,2283.0,4566.0,UPI
T002343,2025-09-30,S005,P050,C0066,4,3376.0,13504.0,UPI
T003917,2025-09-30,S007,P043,C0145,2,3092.0,6184.0,UPI
T001039,2025-09-30,S003,P002,C0049,5,15628.0,78140.0,Card
T000053,2025-09-30,S008,P005,C0117,4,3573.0,14292.0,Card
T002647,2025-09-30,S003,P040,C0056,1,1803.0,1803.0,UPI
T004805,2025-09-30,S005,P030,C0191,1,329.0,329.0,Card
